,SaleID,Volume,Species,Price
4267,Sale #07-61,351,Douglas Fir,$346.28
4268,Sale #07-05,2797,Douglas Fir,$461.62
4269,Sale #06-83,2986,Douglas-fir,$522.66
4270,Sale #06-91,2812,Douglas-fir,$536.98
4271,Sale #06-64,3714,Douglas-fir,$462.28
4272,Sale #06-18,2200,Douglas-fir,$444.68
4273,Sale #06-18,0,000000,$0.00
4274,Sale #06-69,10588,Douglas-fir,$460.25
4275,Sale #06-25,2381,Dougas-fir,$436.76
4276,Sale #06-19,2672,Douglas-fir,$529.81
4277,Sale #06-04,1823,Douglas-fir,$570.05
4278,Sale #05-04,2783,Douglas-fir,$447.55
4279,Sale #05-74,2934,Douglas-fir,$520.90
4280,Sale #05-03,1966,Douglas-fir,$486.15
4281,Sale #05-76,6157,Douglas-fir,$524.08
4282,Sale #05-76,0,0,$0.00
4283,Sale #05-69,1750,Douglas-fir,$519.10
4284,Sale #05-47,1411,Doug Fir,$428.27
4285,Sale #05-68,3584,Doug Fir,$509.60
4286,Sale #05-01,267,Douglas-fir,$390.31
4287,Sale #05-02,1562,Douglas-fir,$484.19
4288,Sale #05-14,5541,Douglas-fir,$523.30
4289,Sale #04-89,3831,Douglas-fir,$497.98
4290,Sale #04-88,1254,Douglas-fir,$486.22
4291,Sale #04-83,2876,Douglas-fir,$487.69
4292,Sale #04-84,2944,Douglas-fir,$459.36
4293,Sale #04-77,1768,Douglas-fir,$485.14
4294,Sale #04-73,4923,Douglas-fir,$446.69
4295,Sale #04-47,719,Douglas-fir,$120.02
4296,Sale #04-68,284,DF,$292.75
4297,Sale #04-52,2460,DF,$431.08
4298,Sale #04-53,4824,Douglas-fir,$399.14
4299,Sale #04-40,2412,Douglas-fir,$394.68
4300,Sale #04-28,236,Douglas-fir,$159.31
4301,Sale #04-25,1291,Douglas-fir,$212.00
4302,Sale #04-30,1833,Douglas-fir,$456.09
4303,Sale #03-73,2468,Douglas-fir,$504.35
4304,Sale #03-96,2869,Douglas-fir,$446.65
4305,Sale #03-95,3946,Douglas-fir,$493.13
4306,Sale #03-12,816,Douglas-fir,$446.39
4307,Sale #03-37,943,Douglas-fir,$422.94
4308,Sale #03-33,473,Douglas-fir,$145.24
4309,Sale #03-32,3527,Douglas-fir,$419.70
4310,Sale #03-39,301,Douglas-fir,$407.79
4311,Sale #02-71,3915,Douglas-fir,$460.68
4312,Sale #02-76,1846,Douglas-fir,$417.24
4313,Sale #02-63,2169,Douglas-fir,$435.57
4314,Sale #02-64,3909,Douglas-fir,$424.22
4315,Sale #18-55,2153,Douglas-fir,$500.89
4316,Sale #18-54,2204,Douglas Fir,$479.29
4317,Sale #18-34,1332,Douglas-fir,$447.68
4318,Sale #18-35,623,Douglas-fir,$413.74
4319,Sale #17-61,2430,Douglas-fir,$394.98
4320,Sale #17-72,1709,Douglas-fir,$322.18
4321,Sale #17-67,1727,Douglas-fir,$453.26
4322,Sale #17-66,504,Douglas-fir,$201.13
4323,Sale #17-44,3953,Douglas Fir,$430.47
4324,Sale #17-49,2267,Douglas-fir,$378.57
4325,Sale #17-48,2820,Doulgas-fir,$388.29
4326,Sale #17-47,3608,Douglas-fir,$407.50
4327,Sale #16-71,2187,Douglas-fir,$389.64
4328,Sale #16-03,824,Douglas-fir,$148.49
4329,Sale #16-60,1239,Douglas-fir,$249.60
4330,Sale #16-34,3529,Douglas-fir,$328.81
4331,Sale #16-25,1080,Douglas-fir,$148.48
4332,Sale #16-55,775,Douglas-fir,$149.62
4333,Sale #16-24,2420,Douglas-fir,$322.38
4334,Sale #16-23,1534,Douglas-fir,$119.61
4335,Sale #15-72,1216,Douglas-fir,$334.52
4336,Sale #15-72,415,Red alder,$289.64
4337,Sale #15-45,1198,Douglas-fir,$113.14
4338,Sale #15-52,4066,Douglas-fir,$335.32
4339,Sale #15-39,1976,Douglas-fir,$118.76
4340,Sale #15-49,3021,Douglas-fir,$316.09
4341,Sale #15-33,2847,Douglas-fir,$307.89
4342,Sale #14-73,826,Douglas-Fir,$206.70
4343,Sale #14-58,745,Douglas-fir,$238.40
4344,Sale #14-58,304,Red alder,$202.70
4345,Sale #14-62,870,Douglas-fir,$220.41
4346,Sale #14-07,2365,Douglas-fir,$311.25
4347,Sale #13-92,1438,Douglas-fir,$348.68
4348,Sale #11-406,,,$0.00 (total price)
4349,Sale #13-59,1399,Douglas Fir,$114.16
4350,Sale #13-03,864,Douglas-fir,$266.76
4351,Sale #12-36,3801,Douglas Fir,$267.34
4352,Sale #12-34,2198,Douglas-fir,$296.79
4353,Sale #12-19,507,Douglas Fir,$223.17
4354,Sale #12-19,188,Red Alder,$191.10
4355,Sale #11-75,1780,Douglas-fir,$333.78
4356,Sale #11-75,208,Red Alder,$284.16
4357,Sale #11-17,1643,Douglas Fir,$186.07
4358,Sale #11-74,1917,Douglas Fir,$249.08
4359,Sale #11-50,1949,DOUGLAS FIR,$160.51
4360,Sale #11-38,637,DOUGLAS-FIR,$230.90
4361,Sale #11-38,164,RED ALDER,$209.87
4362,Sale #11-34,2145,Douglas-fir,$289.75
4363,Sale #11-27,974,Douglas-fir,$112.16
4364,Sale #10-15,1747,Douglas-fir,$232.85
4365,Sale #10-15,496,Red Alder,$217.33
4366,Sale #10-51,187,Douglas-fir,$163.24
4367,Sale #10-51,175,Western Hemlock,$72.16
4368,Sale #10-51,135,Red Alder,$158.93
4369,Sale #10-73,1557,Douglas-fir,$100.66
4370,Sale #10-19,2554,Douglas Fir,$121.77
4371,Sale #10-20,1197,Douglas Fir,$132.84
4372,Sale #10-14,2553,Douglas-fir,$99.77
4373,Sale #09-54,3418,Douglas-fir,$141.82
4374,Sale #09-02,2465,Douglas-fir,$318.50
4375,Sale #09-03,2404,Douglas-fir,$320.58
4376,Sale #09-03,0,None,$0.00
4377,Sale #08-28,1277,Douglas-fir,$94.89
4378,Sale #08-51,1669,Douglas-fir,$122.49
4379,Sale #08-73,2333,Douglas-fir,$331.03
4380,Sale #08-50,1620,Douglas-fir,$346.07
4381,Sale #08-14,2569,Douglas-fir,$175.63
4382,Sale #08-01,2013,Douglas-fir,$272.24
4383,Sale #07-51,797,Douglas-fir,$252.40
4384,Sale #07-50,1608,Douglas-fir,$184.03
4385,Sale #07-15,1684,Douglas-fir,$356.81
4386,Sale #07-17,1543,Douglas-fir,$305.66
4387,Sale #07-13,2369,Douglas-fir,$459.62
4388,Sale #07-16,1220,Douglas-fir,$444.42
4389,Sale #07-14,697,Douglas-fir,$167.74
4390,Sale #06-72,5657,Douglas-fir,$360.17
4391,Sale #06-03,1070,Douglas-fir,$219.66
4392,Sale #06-70,503,Douglas-fir,$188.00
4393,Sale #06-35,641,Douglas-fir,$221.72
4394,Sale #06-01,6077,Douglas-fir,$290.52
4395,Sale #06-16,1514,Douglas-fir,$236.90
4396,Sale #05-34,824,Western Hemlock,$140.13
4397,Sale #05-38,2209,Douglas-fir,$466.35
4398,Sale #05-39,1278,Douglas-fir,$253.40
4399,Sale #05-09,671,Douglas-fir,$239.31
4400,Sale #05-09,1055,Western hemlock & other conifers,$88.57
4401,Sale #05-05,3440,Douglas-fir,$258.03
4402,Sale #05-33,1737,Douglas-fir,$232.82
4403,Sale #05-06,1668,Douglas-fir,$184.08
4404,Sale #04-24,553,Douglas-fir,$177.67
4405,Sale #04-23,801,Douglas-fir,$426.75
4406,Sale #04-80,527,DOUGLAS FIR,$148.42
4407,Sale #04-37,973,DOUGLAS FIR,$305.37
4408,Sale #04-08,2556,DOUGLAS FIR,$232.77
4409,Sale #04-02,2392,DOUGLAS FIR,$214.08
4410,Sale #03-48,1171,DOUGLAS FIR,$262.73
4411,Sale #03-45,823,Douglas-fir,$204.02
4412,Sale #03-10,1419,Douglas-fir,$248.52
4413,Sale #03-04,1337,Douglas-fir,$294.81
4414,Sale #03-11,1285,Douglas-fir,$385.97
4415,Sale #03-09,6368,Douglas-fir,$283.17
4416,Sale #02-01,1150,Douglas-fir,$229.05
4417,Sale #02-49,,Douglas-fir,$208.25
4418,Sale #18-84,516,Douglas-fir,$531.66
4419,Sale #18-57,3447,Douglas-fir,$493.03
4420,Sale #18-58,3815,Douglas-fir,$479.44
4421,Sale #17-19,1131,Douglas-fir,$553.01
4422,Sale #17-64,3327,Douglas-fir,$497.31
4423,Sale #17-18,978,Douglas-fir,$488.01
4424,Sale #17-17,3810,Douglas-fir,$434.11
4425,Sale #17-17,1905,Western Hemlock/True Fir and Other Conifers,$272.76
4426,Sale #17-60,5157,Douglas-fir,$398.42
4427,Sale #17-60,1989,Hemlock & true fir,$236.05
4428,Sale #16-99,1839,Douglas-fir,$474.43
4429,Sale #16-68,3008,Douglas-fir,$459.45
4430,Sale #16-66,1443,Douglas-fir,$214.85
4431,Sale #16-01,3307,Douglas-fir,$446.64
4432,Sale #16-61,572,Douglas-fir,$253.22
4433,Sale #16-61,2243,Hemlock and True Fir,$133.86
4434,Sale #16-09,4779,Douglas-fir,$298.69
4435,Sale #15-85,5350,Douglas-fir,$527.49
4436,Sale #15-50,3135,Douglas-fir,$347.37
4437,Sale #15-48,3337,Douglas-fir,$433.44
4438,Sale #15-35,1319,Douglas-fir,$433.12
4439,Sale #14-85,4076,Douglas-fir,$475.26
4440,Sale #14-87,3609,Douglas-fir,$312.92
4441,Sale #14-23,4363,Douglas-fir,$443.79
4442,Sale #14-59,1135,Douglas-fir,$186.99
4443,Sale #14-72,1298,Douglas-fir,$226.19
4444,Sale #14-06,4397,Douglas-fir,$461.28
4445,Sale #13-72,6839,Douglas-fir,$413.35
4446,Sale #13-47,3213,Douglas-fir,$374.72
4447,Sale #13-46,3636,Douglas-fir,$404.04
4448,Sale #13-15,1432,Douglas-fir,$376.86
4449,Sale #13-48,3193,Douglas-fir,$400.40
4450,Sale #13-45,5223,Douglas-fir,$369.04
4451,Sale #12-71,653,Douglas-fir,$318.34
4452,Sale #12-71,279,Western Hemlock,$216.27
4453,Sale #12-70,3075,Douglas-fir,$371.06
4454,Sale #12-38,1578,Douglas-fir,$345.76
4455,Sale #12-38,601,Western Hemlock and other conifers,$211.80
4456,Sale #12-23,5544,Douglas-fir,$351.32
4457,Sale #11-70,1689,Douglas-fir,$301.42
4458,Sale #11-42,1838,Douglas-fir,$258.08
4459,Sale #11-39,2324,Douglas-fir,$295.16
4460,Sale #10-72,1937,Douglas-fir,$323.48
4461,Sale #10-68,3371,Douglas-fir,$328.58
4462,Sale #10-54,3675,Douglas-fir,$227.48
4463,Sale #10-54,1126,Western Hemlock,$137.65
4464,Sale #10-67,1968,Douglas-fir,$190.67
4465,Sale #10-67,1902,Western Hemlock,$93.23
4466,Sale #10-55,2535,Douglas-fir,$297.47
4467,Sale #10-42,2708,Douglas-fir,$185.09
4468,Sale #30-599,,,$0.00 (total price)
4469,Sale #10-44,2238,Douglas-fir,$160.00
4470,Sale #10-41,2816,Douglas-fir,$184.72
4471,Sale #10-40,1917,Douglas-fir,$174.19
4472,Sale #10-40,1042,Hemlock,$115.86
4473,Sale #10-43,1576,1576,$125.89
4474,Sale #09-86,788,Douglas-fir,$517.71
4475,Sale #09-23,1836,Douglas-fir,$238.43
4476,Sale #09-14,4448,Douglas-fir,$327.16
4477,Sale #09-45,1649,Douglas-fir,$294.35
4478,Sale #09-17,2387,Douglas-fir,$292.33
4479,Sale #09-16,513,Douglas-fir,$144.65
4480,Sale #08-90,1405,Douglas-fir,$252.65
4481,Sale #08-87,2864,Douglas-fir,$262.17
4482,Sale #08-53,1425,Douglas fir,$334.49
4483,Sale #08-07,1617,Douglas fir,$334.60
4484,Sale #08-23,1544,Douglas fir,$353.11
4485,Sale #08-23,1935,Hemlock/Other fir,$204.59
4486,Sale #08-58,513,Douglas fir,$194.31
4487,Sale #08-26,1638,Douglas fir,$288.43
4488,Sale #07-66,5946,Douglas-fir,$327.65
4489,Sale #07-19,2260,Douglas-fir,$337.90
4490,Sale #07-31,1150,Douglas-fir,$291.46
4491,Sale #07-04,5979,Douglas-fir,$430.09
4492,Sale #06-57,2412,Douglas-fir,$439.77
4493,Sale #06-57,1564,W. Hemlock,$196.01
4494,Sale #06-65,5567,Douglas-fir,$390.43
4495,Sale #06-52,1505,Douglas-fir,$345.68
4496,Sale #06-39,511,Hemlock/other conifers,$121.52
4497,Sale #06-39,358,Douglas-fir,$357.84
4498,Sale #06-40,1721,Douglas-fir,$256.96
4499,Sale #06-10,,Douglas-fir,$417.76
4500,Sale #06-21,3696,Douglas-fir,$397.54
4501,Sale #06-22,2307,Douglas-fir,$357.03
4502,Sale #05-78,1378,Douglas-fir,$384.87
4503,Sale #05-67,4912,Douglas-fir,$372.00
4504,Sale #05-42,938,Douglas-fir,$319.50
4505,Sale #05-32,1216,Douglas-fir,$310.22
4506,Sale #05-43,2289,DF,$403.42
4507,Sale #05-07,6725,Douglas-fir,$395.16
4508,Sale #05-08,4041,Douglas-fir,$397.41
4509,Sale #04-81,1262,Douglas-fir,$423.15
4510,Sale #04-82,1963,Douglas-fir,$334.13
4511,Sale #04-67,6130,Douglas-fir,$340.49
4512,Sale #04-51,292,Douglas-fir,$293.98
4513,Sale #04-05,1588,Douglas - fir,$363.22
4514,Sale #04-09,1600,Douglas-fir,$303.33
4515,Sale #04-38,636,Douglas-fir,$53.72
4516,Sale #04-34,791,Douglas-fir,$352.13
4517,Sale #04-33,615,Douglas Fir,$251.68
4518,Sale #03-57,5221,Douglas-fir,$360.82
4519,Sale #03-56,5830,Douglas-fir,$343.29
4520,Sale #02-75,3670,Douglas-fir,$324.96
4521,Sale #02-57,4343,Douglas-fir,$334.84
4522,Sale #02-44,2118,Douglas-fir,$342.87
4523,Sale #02-58,3491,Douglas-fir,$308.31
4524,Sale #KL-343-2022-W00938-01,695,Ponderosa pine,$48.10
4525,Sale #KL-341-2021-GF9818-01,613,Lump Sum,"$37,683.08 (total price)"
4526,Sale #KL-341-2021-GF7720-01,1323,Ponderosa pine,$132.08
4527,Sale #KL-341-2021-W00664-01,2579,Ponderosa pine,$141.67
4528,Sale #KL-341-2021-W00675-01,586,Ponderosa pine,$137.17
4529,Sale #KL-341-2021-GF8417-01,manual,manual,manual
4530,Sale #KL-341-2021-GF7620-01,405,Ponderosa pine,$130.75
4531,Sale #KL-341-2021-GF9919-01,135,Douglas-fir,$143.12
4532,Sale #KL-341-2021-W00281-01,3608,Ponderosa Pine,$140.09
4533,Sale #KL-341-2021-GF8319-01,137,Western larch Douglas-fir,$91.34
4534,Sale #20-971,683,Douglas-fir,$83.71
4535,Sale #KL-341-2020-W00774-01,,,$0.00 (total price)
4536,Sale #20-831,4646,White fir,$178.88
4537,Sale #20-827,2914,Ponderosa pine,$55.62
4538,Sale #20-501,720,Douglas-fir,$181.23
4539,Sale #20-811,1909,Douglas-fir,$243.67
4540,Sale #20-871,,,$0.00 (total price)
4541,Sale #20-324,1531,Pulp,$10.00
4542,Sale #20-321,678,Pulp,$10.00
4543,Sale #20-323,715,PULP,$10.00
4544,Sale #20-821,1757,Ponderosa pine,$62.77
4545,Sale #20-769,1973,White Fir,$210.89
4546,Sale #19-801,908,White Fir,$184.08
4547,Sale #19-513,1180,White Fir,$190.21
4548,Sale #19-770,410,Pulp,$10.00
4549,Sale #19-772,488,Pulp,$10.00
4550,Sale #19-773,558,Pulp,$10.00
4551,Sale #19-511,3860,PP,$142.06
4552,Sale #19-21,1622,White fir,$336.44
4553,Sale #18-138,2214,Ponderosa pine,$128.96
4554,Sale #18-99,,,$0.00 (total price)
4555,Sale #18-98,,,$0.00 (total price)
4556,Sale #18-97,365,pulp,$10.00
4557,Sale #18-96,593,Pulp,$10.00
4558,Sale #SW-341-2021-GF7818-07,2435,Hemlock Fir,$86.51
4559,Sale #SW-341-2021-GF7120-07,,,$0.00 (total price)
4560,Sale #20-918,1185,Douglas-fir,$264.11
4561,Sale #20-771,985,Douglas-fir,$334.98
4562,Sale #20-771,,Thinning Sale not CC,$0.00 (total price)
4563,Sale #19-403,943,Douglas-fir,$297.75
4564,Sale #18-92,1308,Douglas-fir,$476.11
4565,Sale #18-93,245,Douglas-fir,$387.69
4566,Sale #18-93,200,Grand Fir,$219.02
4567,Sale #WL-343-2022-W00921-01,240,Douglas-fir,$535.72
4568,Sale #WL-341-2021-W00676-01,2290,Douglas-fir,$310.06
4569,Sale #SW-341-2021-GF9419-01,528,Douglas FIr,$310.74
4570,Sale #WL-341-2021-W00581-01,2154,Douglas-Fir,$408.33
4571,Sale #WL-341-2021-W00621-01,1801,Douglas-fir,$378.71
4572,Sale #WL-341-2021-W00782-02,6076,Douglas-fir,$431.92
4573,Sale #20-576,870,Douglas-Fir,$356.25
4574,Sale #20-901,574,Douglas-fir,$297.45
4575,Sale #20-336,2104,Doug-fir,$411.19
4576,Sale #20-891,4143,Douglas-fir,$286.04
4577,Sale #20-339,447,Douglas-fir,$323.60
4578,Sale #20-791,manual,manual,manual
4579,Sale #20-337,12913,Douglas-fir,$40.60
4580,Sale #20-783,3976,Douglas-fir,$347.66
4581,Sale #20-525,2023,Douglas-fir,$140.40
4582,Sale #20-577,4437,Douglas-fir,$368.01
4583,Sale #19-789,1950,Douglas-fir,$195.55
4584,Sale #19-771,645,Douglas-fir,$388.66
4585,Sale #19-768,1435,Douglas-fir,$344.11
4586,Sale #19-580,4308,Douglas-fir,$411.62
4587,Sale #19-579,3724,Douglas-fir,$403.42
4588,Sale #19-781,4758,Douglas-fir,$428.37
4589,Sale #18-133,755,Douglas-fir,$455.02
4590,Sale #18-108,4263,Douglas-fir,$525.57
4591,Sale #CS-341-2022-GF8418-01,,Douglas fir,$219.79
4592,Sale #19-741,manual,manual,manual
4593,Sale #WO-341-2022-W00678-01,2543,Douglas-fir,$319.98
4594,Sale #WO-341-2022-W00683-01,3303,Douglas-fir,$518.64
4595,Sale #WO-343-2021-W00917-01,manual,manual,manual
4596,Sale #WO-341-2021-W00689-01,1755,Douglas-fir,$430.71
4597,Sale #WO-341-2021-W00685-01,2509,Douglas-fir,$548.04
4598,Sale #WO-341-2021-W00697-01,1400,Douglas-fir,$528.00
4599,Sale #WO-341-2021-W00362-01,,Douglas-fir,$200.27
4600,Sale #WO-341-2021-W00360-01,1021,Douglas-fir,$201.21
4601,Sale #WO-341-2021-W00371-01,3087,Douglas-fir,$420.78
4602,Sale #20-359,1388,Douglas-fir,$182.72
4603,Sale #20-378,2977,Douglas-fir,$445.54
4604,Sale #20-777,1436,Douglas-fir,$394.65
4605,Sale #20-376,736,Douglas-fir,$329.35
4606,Sale #20-343,2551,Douglas-fir,$442.27
4607,Sale #20-789,1939,Douglas-fir,$384.45
4608,Sale #20-787,2779,Douglas-fir,$458.25
4609,Sale #19-775,1047,Douglas-fir,$227.84
4610,Sale #19-776,1670,Douglas-fir,$385.25
4611,Sale #19-790,1301,Douglas-fir,$223.26
4612,Sale #19-19,1932,Douglas-fir,$170.56
4613,Sale #19-227,1698,Douglas-fir,$338.60
4614,Sale #18-110,1822,Douglas-fir,$565.69
4615,Sale #18-109,1732,Douglas-fir,$352.57
4616,Sale #18-95,1340,Douglas fir,$575.31
4617,Sale #18-82,1964,Douglas-fir,$398.17
4618,Sale #NC-341-2022-W00896-01,5262,Douglas-fir,$100.81
4619,Sale #NC-341-2021-W00914-01,1628,"Douglas-fir (5-8"")",$50.00
4620,Sale #NC-341-2021-W00914-01,4373,"Douglas-fir (9-999"")",$371.26
4621,Sale #NC-341-2021-W00895-01,219,"Douglas-fir (0-7"")",$145.36
4622,Sale #NC-341-2021-W00895-01,547,"Douglas-fir (8-999"")",$203.76
4623,Sale #NC-341-2021-W00912-01,1269,Douglas-fir,$240.34
4624,Sale #NC-341-2021-W00908-01,3095,"Douglas-fir (0-8"")",$50.20
4625,Sale #NC-341-2021-W00908-01,3614,"Douglas-fir (9-999"")",$358.25
4626,Sale #NC-341-2021-W00911-01,1655,Douglas-fir,$163.35
4627,Sale #NC-341-2021-W00911-01,65,Western hemlock,$0.00 (total price)
4628,Sale #NC-341-2021-W00894-01,manual,manual,manual
4629,Sale #NC-341-2021-W00907-01,354,Douglas-fir,$434.42
4630,Sale #NC-341-2021-W00880-01,9890,Douglas-fir,$276.53
4631,Sale #NC-341-2021-W00906-01,146,Douglas-fir,$450.63
4632,Sale #NC-341-2021-W00704-01,596,Douglas-fir,$348.82
4633,Sale #20-758,3983,Douglas-fir,$443.76
4634,Sale #20-706,1692,Douglas-fir,$457.24
4635,Sale #20-695,690,Douglas-fir,$259.86
4636,Sale #20-709,643,Douglas-fir,$461.18
4637,Sale #20-747,1774,Douglas-fir,$466.21
4638,Sale #20-749,3631,Douglas-fir,$476.91
4639,Sale #19-705,4835,Douglas-fir poles,$800.24
4640,Sale #19-746,1318,Douglas-fir,$510.16
4641,Sale #19-713,4412,Douglas-fir,$492.51
4642,Sale #19-49,1754,DF,$580.82
4643,Sale #19-48,2152,Douglas-fir,$713.73
4644,Sale #19-42,3243,Douglas-fir,$641.82
4645,Sale #18-107,5285,Douglas-fir,$717.74
4646,Sale #18-106,3377,Douglas-fir,$683.49
4647,Sale #18-105,4549,douglas-fir,$632.96
4648,Sale #18-71,2069,Douglas-fir,$579.40
4649,Sale #18-70,1794,Douglas-fir,$544.89
4650,Sale #TL-341-2022-W00535-01,4925,DOUGLAS FIR,$405.19
4651,Sale #TL-341-2022-W00535-01,2153,RED ALDER,$181.25
4652,Sale #TL-341-2022-W00505-01,7582,Douglas-fir,$434.32
4653,Sale #TL-341-2021-W00502-01,4059,DOUGLAS FIR,$353.86
4654,Sale #TL-341-2021-W00502-01,1622,HARDWOOD,$98.10
4655,Sale #TL-343-2021-W00879-01,184,DOUGLAS FIR,$344.76
4656,Sale #TL-341-2021-W00515-01,5942,DOUGLAS FIR,$430.55
4657,Sale #TL-341-2021-W00490-01,,DOUGLAS FIR,$391.08
4658,Sale #TL-341-2021-W00487-01,1658,DOUGLAS FIR,$290.84
4659,Sale #TL-341-2021-W00317-01,9079,DOUGLAS FIR,$299.52
4660,Sale #TL-341-2021-W00478-01,7308,DOUGLAS FIR,$246.88
4661,Sale #TL-341-2021-W00752-01,9913,DOUGLAS FIR,$322.01
4662,Sale #20-651,1818,DOUGLAS FIR,$268.93
4663,Sale #20-651,1839,WESTERN HEMLOCK,$118.13
4664,Sale #20-319,2772,Douglas Fir,$290.23
4665,Sale #20-319,2421,Conifers,$173.02
4666,Sale #20-287,5667,Douglas-Fir,$304.23
4667,Sale #20-315,5125,DOUGLAS FIR,$299.65
4668,Sale #20-288,838,DOUGLAS FIR,$272.98
4669,Sale #20-288,1275,WESTERN HEMLOCK,$171.79
4670,Sale #20-754,4794,DOUGLAS FIR,$279.83
4671,Sale #20-754,2476,RED ALDER,$180.52
4672,Sale #20-750,5958,DOUGLAS FIR,$278.02
4673,Sale #20-750,3044,RED ALDER,$168.00
4674,Sale #20-751,4512,DOUGLAS FIR,$307.41
4675,Sale #19-762,4075,Douglas Fir,$304.26
4676,Sale #19-762,1034,Red Alder,$330.23
4677,Sale #19-763,1918,Douglas-fir,$338.50
4678,Sale #19-763,1641,WESTERN HEMLOCK,$199.88
4679,Sale #19-763,1974,RED ALDER,$330.89
4680,Sale #19-652,4470,Western hemlock,$307.94
4681,Sale #19-652,109,Noble fir,$307.94
4682,Sale #19-01,1491,Douglas-fir,$275.22
4683,Sale #19-643,10743,Douglas Fir,$288.72
4684,Sale #19-757,3549,Western hemlock/Noble fir,$310.52
4685,Sale #19-36,10099,Douglas-fir,$410.00
4686,Sale #19-38,7527,DOUGLAS-FIR,$434.66
4687,Sale #19-39,5842,Douglas-fir,$430.60
4688,Sale #19-37,2176,Douglas-fir,$464.50
4689,Sale #18-103,5488,Douglas-fir,$415.78
4690,Sale #18-102,1093,Douglas-fir,$415.11 (total price)
4691,Sale #18-102,3056,Red Alder,$375.56 (total price)
4692,Sale #18-83,7589,Douglas-fir,$376.56
4693,Sale #18-56,11108,Douglas-fir,$389.90
4694,Sale #FG-341-2022-W00239-01,3218,Douglas-Fir,$0.00 (total price)
4695,Sale #FG-341-2022-W00520-01,850,DOUGLAS-FIR,$0.00 (total price)
4696,Sale #FG-341-2022-W00481-01,7005,DOUGLAS FIR,$0.00 (total price)
4697,Sale #FG-341-2021-W00237-01,5088,DOUGLAS FIR,$0.00 (total price)
4698,Sale #FG-341-2021-W00475-01,3453,DOUGLAS FIR,$0.00 (total price)
4699,Sale #FG-341-2021-W00268-01,,Douglas Fir,"$6,542.00"
4700,Sale #FG-341-2021-W00258-01,3825,DOUGLAS FIR,$0.00 (total price)
4701,Sale #FG-341-2021-W00476-01,4173,Douglas Fir,$0.00 (total price)
4702,Sale #FG-341-2021-W00473-01,3448,Douglas Fir,$0.00 (total price)
4703,Sale #FG-341-2021-W00244-01,5745,Douglas Fir,$0.00 (total price)
4704,Sale #FG-341-2021-W00521-01,6002,Douglas Fir,$0.00 (total price)
4705,Sale #FG-341-2021-W00474-01,3664,Douglas Fir,$0.00 (total price)
4706,Sale #FG-341-2021-W00260-01,4480,DOUGLAS FIR,$0.00 (total price)
4707,Sale #FG-341-2021-W00552-01,6268,Douglas Fir,$0.00 (total price)
4708,Sale #FG-341-2021-W00232-01,3419,Douglas Fir,$0.00 (total price)
4709,Sale #FG-341-2021-W00550-01,4595,Douglas Fir,$0.00 (total price)
4710,Sale #FG-341-2021-W00242-01,1663,Douglas Fir,$0.00 (total price)
4711,Sale #FG-341-2021-W00228-01,2271,Douglas Fir,$0.00 (total price)
4712,Sale #20-557,5057,Douglas Fir,$0.00 (total price)
4713,Sale #20-556,5744,Douglas Fir,$0.00 (total price)
4714,Sale #FG-341-2020-W00236-01,,,$0.00 (total price)
4715,Sale #30-801,250,Douglas Fir,$0.00 (total price)
4716,Sale #20-235,4227,Douglas Fir,$424.55 (total price)
4717,Sale #20-231,manual,manual,manual
4718,Sale #20-231,manual,manual,manual
4719,Sale #20-230,9235,Douglas Fir,$0.00 (total price)
4720,Sale #20-240,5240,Douglas Fir,$0.00 (total price)
4721,Sale #20-257,3000,Douglas Fir,$0.00 (total price)
4722,Sale #20-229,3136,Douglas Fir,$0.00 (total price)
4723,Sale #20-548,3309,Douglas Fir,$0.00 (total price)
4724,Sale #20-548,1473,Western Hemlock,$0.00 (total price)
4725,Sale #20-544,3128,Douglas Fir,$0.00 (total price)
4726,Sale #20-555,7158,Douglas Fir,$0.00 (total price)
4727,Sale #30-413,200,Douglas Fir,$498.51
4728,Sale #19-558,3768,Douglas Fir,$0.00 (total price)
4729,Sale #19-796,4600,Douglas Fir,$479.84
4730,Sale #39-415,200,Douglas Fir,$496.63
4731,Sale #19-551,3801,Douglas Fir,$0.00 (total price)
4732,Sale #19-542,4095,Douglas Fir,$0.00 (total price)
4733,Sale #19-545,4673,Douglas Fir,$479.84
4734,Sale #19-545,73,Noble Fir,$331.73
4735,Sale #19-553,,Douglas-fir,$455.49
4736,Sale #19-540,3302,Douglas Fir,$413.47
4737,Sale #19-543,2560,Douglas-fir,$0.00 (total price)
4738,Sale #39-224,manual,manual,manual
4739,Sale #19-02,5216,Douglas Fir,$586.09
4740,Sale #19-17,4502,Douglas Fir,$570.01
4741,Sale #39-01,44,Douglas Fir,$495.55
4742,Sale #19-16,6127,Douglas Fir,$559.65
4743,Sale #18-129,3804,Douglas Fir,$592.99
4744,Sale #18-129,,Bigleaf Maple,$203.26
4745,Sale #38-234,247,Douglas Fir,$402.30
4746,Sale #18-21,3734,Douglas Fir,$556.46
4747,Sale #18-17,4181,Douglas Fir,$596.31
4748,Sale #18-15,5559,Doug Fir,$616.05
4749,Sale #18-23,5487,Douglas Fir,$597.48
4750,Sale #38-96,362,Douglas Fir,$271.72
4751,Sale #18-16,5371,Douglas Fir,$540.12
4752,Sale #18-14,1400,"Doug Fir 24"" & 12""",$901.79
